academic_year,assignments,attendance,course_id,course_name,email,final,final_grade,letter_grade,major,midterm,name,semester,student_id,trait
2021/2022,8.1,42.8,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),nguyenhuukienbd21ai030@gmail.com,9.5,8.0,B,Khoa AI - Khóa 21,10.0,Nguyễn Hữu Kiên,2,BD21AI030,talented_but_lazy
2021/2022,9.5,96.1,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),buivannambd21ai031@gmail.com,9.7,9.6,A,Khoa AI - Khóa 21,9.0,Bùi Văn Nam,2,BD21AI031,excellent
2021/2022,7.4,52.0,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),hoangquangtungbd21ai032@gmail.com,8.6,7.5,B,Khoa AI - Khóa 21,9.9,Hoàng Quang Tùng,2,BD21AI032,talented_but_lazy
2021/2022,9.8,94.5,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),đangngoctungbd21ai033@gmail.com,9.1,9.4,A,Khoa AI - Khóa 21,9.7,Đặng Ngọc Tùng,2,BD21AI033,excellent
2021/2022,9.1,99.0,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),lyvantungbd21ai034@gmail.com,5.3,7.4,B,Khoa AI - Khóa 21,4.9,Lý Văn Tùng,2,BD21AI034,diligent_but_low
2021/2022,3.3,50.2,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),buikimminhbd21ai035@gmail.com,2.8,3.4,F,Khoa AI - Khóa 21,3.6,Bùi Kim Minh,2,BD21AI035,struggling
2021/2022,9.1,99.8,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),vođucanbd21ai036@gmail.com,5.2,7.3,B,Khoa AI - Khóa 21,4.5,Võ Đức An,2,BD21AI036,diligent_but_low
2021/2022,4.4,53.8,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),duongngocsonbd21ai037@gmail.com,1.6,3.2,F,Khoa AI - Khóa 21,4.2,Dương Ngọc Sơn,2,BD21AI037,struggling
2021/2022,10.0,99.3,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),tranhaiminhbd21ai038@gmail.com,4.0,7.0,B,Khoa AI - Khóa 21,5.2,Trần Hải Minh,2,BD21AI038,diligent_but_low
2021/2022,2.5,70.8,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),ngoquangdungbd21ai039@gmail.com,2.9,3.6,F,Khoa AI - Khóa 21,2.8,Ngô Quang Dũng,2,BD21AI039,struggling
2021/2022,7.9,53.2,AI103_K21_2021_2022_S2,Lập trình Python cho Khoa học dữ liệu (K21),tranđuctungbd21ai040@gmail.com,8.7,7.8,B,Khoa AI - Khóa 21,8.9,Trần Đức Tùng,2,BD21AI040,talented_but_lazy
2021/2022,7.9,43.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),huynhxuankienbd21ai001@gmail.com,9.0,7.7,B,Khoa AI - Khóa 21,9.8,Huỳnh Xuân Kiên,2,BD21AI001,talented_but_lazy
2021/2022,9.4,94.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),phamvanbinhbd21ai002@gmail.com,9.3,9.3,A,Khoa AI - Khóa 21,9.1,Phạm Văn Bình,2,BD21AI002,excellent
2021/2022,7.7,79.2,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),đangvannambd21ai003@gmail.com,6.5,7.1,B,Khoa AI - Khóa 21,6.2,Đặng Văn Nam,2,BD21AI003,average
2021/2022,8.2,56.8,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranngocanbd21ai004@gmail.com,8.6,7.9,B,Khoa AI - Khóa 21,8.8,Trần Ngọc An,2,BD21AI004,talented_but_lazy
2021/2022,9.0,98.8,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongkimcuongbd21ai005@gmail.com,4.2,6.8,C,Khoa AI - Khóa 21,4.4,Dương Kim Cường,2,BD21AI005,diligent_but_low
2021/2022,9.0,99.6,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),vukimsonbd21ai006@gmail.com,3.7,6.6,C,Khoa AI - Khóa 21,4.2,Vũ Kim Sơn,2,BD21AI006,diligent_but_low
2021/2022,8.3,47.5,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),huynhđucdungbd21ai007@gmail.com,10.0,8.4,B,Khoa AI - Khóa 21,9.3,Huỳnh Đức Dũng,2,BD21AI007,talented_but_lazy
2021/2022,9.8,97.9,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranquangquanbd21ai008@gmail.com,9.8,9.8,A,Khoa AI - Khóa 21,9.8,Trần Quang Quân,2,BD21AI008,excellent
2021/2022,7.5,75.8,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),đohailoibd21ai009@gmail.com,7.4,7.5,B,Khoa AI - Khóa 21,6.8,Đỗ Hải Lợi,2,BD21AI009,average
2021/2022,7.2,41.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buithanhlinhbd21ai010@gmail.com,8.9,7.4,B,Khoa AI - Khóa 21,9.2,Bùi Thành Linh,2,BD21AI010,talented_but_lazy
2021/2022,3.8,74.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),lyvanphucbd21ai011@gmail.com,1.1,3.2,F,Khoa AI - Khóa 21,2.4,Lý Văn Phúc,2,BD21AI011,struggling
2021/2022,9.5,96.1,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),phanđucsonbd21ai012@gmail.com,9.4,9.5,A,Khoa AI - Khóa 21,9.4,Phan Đức Sơn,2,BD21AI012,excellent
2021/2022,9.9,97.5,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranhuuloibd21ai013@gmail.com,3.8,6.8,C,Khoa AI - Khóa 21,3.7,Trần Hữu Lợi,2,BD21AI013,diligent_but_low
2021/2022,8.9,41.5,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),leminhlinhbd21ai014@gmail.com,9.9,8.5,A,Khoa AI - Khóa 21,9.8,Lê Minh Linh,2,BD21AI014,talented_but_lazy
2021/2022,8.2,53.9,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongthanhkienbd21ai015@gmail.com,9.3,8.2,B,Khoa AI - Khóa 21,8.7,Dương Thanh Kiên,2,BD21AI015,talented_but_lazy
2021/2022,10.0,96.9,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongminhanbd21ai016@gmail.com,3.8,6.8,C,Khoa AI - Khóa 21,5.5,Dương Minh An,2,BD21AI016,diligent_but_low
2021/2022,8.8,47.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),vuquangtungbd21ai017@gmail.com,9.4,8.3,B,Khoa AI - Khóa 21,9.8,Vũ Quang Tùng,2,BD21AI017,talented_but_lazy
2021/2022,8.8,46.1,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranquangnambd21ai018@gmail.com,9.7,8.4,B,Khoa AI - Khóa 21,8.9,Trần Quang Nam,2,BD21AI018,talented_but_lazy
2021/2022,9.8,99.0,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),đongoccuongbd21ai019@gmail.com,5.4,7.6,B,Khoa AI - Khóa 21,4.0,Đỗ Ngọc Cường,2,BD21AI019,diligent_but_low
2021/2022,9.8,98.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),lythanhnambd21ai020@gmail.com,3.9,6.8,C,Khoa AI - Khóa 21,4.2,Lý Thanh Nam,2,BD21AI020,diligent_but_low
2021/2022,9.3,97.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongkimloibd21ai021@gmail.com,4.5,7.0,B,Khoa AI - Khóa 21,4.8,Dương Kim Lợi,2,BD21AI021,diligent_but_low
2021/2022,9.3,96.2,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),huynhquangdungbd21ai022@gmail.com,4.0,6.7,C,Khoa AI - Khóa 21,4.3,Huỳnh Quang Dũng,2,BD21AI022,diligent_but_low
2021/2022,9.6,96.0,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buithanhkienbd21ai023@gmail.com,9.3,9.5,A,Khoa AI - Khóa 21,10.0,Bùi Thành Kiên,2,BD21AI023,excellent
2021/2022,9.2,99.3,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),vongocvinhbd21ai024@gmail.com,3.1,6.3,C,Khoa AI - Khóa 21,5.0,Võ Ngọc Vinh,2,BD21AI024,diligent_but_low
2021/2022,4.9,74.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buihuuhabd21ai025@gmail.com,2.9,4.4,D,Khoa AI - Khóa 21,4.4,Bùi Hữu Hà,2,BD21AI025,struggling
2021/2022,7.2,80.1,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongtuancuongbd21ai026@gmail.com,5.8,6.6,C,Khoa AI - Khóa 21,6.6,Dương Tuấn Cường,2,BD21AI026,average
2021/2022,8.7,81.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buiquangsonbd21ai027@gmail.com,7.0,7.7,B,Khoa AI - Khóa 21,7.4,Bùi Quang Sơn,2,BD21AI027,average
2021/2022,9.8,94.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),đangđucloibd21ai028@gmail.com,9.6,9.6,A,Khoa AI - Khóa 21,9.6,Đặng Đức Lợi,2,BD21AI028,excellent
2021/2022,9.8,98.3,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),huynhthanhlinhbd21ai029@gmail.com,9.8,9.8,A,Khoa AI - Khóa 21,9.9,Huỳnh Thành Linh,2,BD21AI029,excellent
2021/2022,9.1,44.4,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),nguyenhuukienbd21ai030@gmail.com,9.3,8.3,B,Khoa AI - Khóa 21,8.6,Nguyễn Hữu Kiên,2,BD21AI030,talented_but_lazy
2021/2022,9.9,97.9,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buivannambd21ai031@gmail.com,9.7,9.8,A,Khoa AI - Khóa 21,9.0,Bùi Văn Nam,2,BD21AI031,excellent
2021/2022,8.8,50.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),hoangquangtungbd21ai032@gmail.com,9.4,8.4,B,Khoa AI - Khóa 21,9.6,Hoàng Quang Tùng,2,BD21AI032,talented_but_lazy
2021/2022,9.5,94.1,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),đangngoctungbd21ai033@gmail.com,9.9,9.7,A,Khoa AI - Khóa 21,9.3,Đặng Ngọc Tùng,2,BD21AI033,excellent
2021/2022,9.8,98.3,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),lyvantungbd21ai034@gmail.com,5.4,7.6,B,Khoa AI - Khóa 21,3.8,Lý Văn Tùng,2,BD21AI034,diligent_but_low
2021/2022,3.9,64.7,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),buikimminhbd21ai035@gmail.com,2.1,3.5,F,Khoa AI - Khóa 21,3.9,Bùi Kim Minh,2,BD21AI035,struggling
2021/2022,9.5,97.6,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),vođucanbd21ai036@gmail.com,4.8,7.2,B,Khoa AI - Khóa 21,3.2,Võ Đức An,2,BD21AI036,diligent_but_low
2021/2022,3.8,52.0,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),duongngocsonbd21ai037@gmail.com,3.1,3.7,F,Khoa AI - Khóa 21,2.6,Dương Ngọc Sơn,2,BD21AI037,struggling
2021/2022,9.4,97.0,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranhaiminhbd21ai038@gmail.com,3.6,6.6,C,Khoa AI - Khóa 21,4.1,Trần Hải Minh,2,BD21AI038,diligent_but_low
2021/2022,2.0,57.6,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),ngoquangdungbd21ai039@gmail.com,1.5,2.5,F,Khoa AI - Khóa 21,4.3,Ngô Quang Dũng,2,BD21AI039,struggling
2021/2022,7.6,48.9,AI104_K21_2021_2022_S2,Cấu trúc dữ liệu & Giải thuật (K21),tranđuctungbd21ai040@gmail.com,9.1,7.8,B,Khoa AI - Khóa 21,8.9,Trần Đức Tùng,2,BD21AI040,talented_but_lazy
2022/2023,7.5,41.9,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),huynhxuankienbd21ai001@gmail.com,9.8,8.0,B,Khoa AI - Khóa 21,9.3,Huỳnh Xuân Kiên,1,BD21AI001,talented_but_lazy
2022/2023,9.8,99.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),phamvanbinhbd21ai002@gmail.com,9.8,9.8,A,Khoa AI - Khóa 21,9.1,Phạm Văn Bình,1,BD21AI002,excellent
2022/2023,8.8,90.7,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),đangvannambd21ai003@gmail.com,5.0,7.0,B,Khoa AI - Khóa 21,6.9,Đặng Văn Nam,1,BD21AI003,average
2022/2023,8.7,53.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranngocanbd21ai004@gmail.com,8.6,8.0,B,Khoa AI - Khóa 21,8.9,Trần Ngọc An,1,BD21AI004,talented_but_lazy
2022/2023,9.1,99.8,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongkimcuongbd21ai005@gmail.com,3.3,6.4,C,Khoa AI - Khóa 21,5.4,Dương Kim Cường,1,BD21AI005,diligent_but_low
2022/2023,9.7,99.8,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),vukimsonbd21ai006@gmail.com,4.4,7.1,B,Khoa AI - Khóa 21,3.4,Vũ Kim Sơn,1,BD21AI006,diligent_but_low
2022/2023,7.8,64.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),huynhđucdungbd21ai007@gmail.com,9.3,8.3,B,Khoa AI - Khóa 21,9.0,Huỳnh Đức Dũng,1,BD21AI007,talented_but_lazy
2022/2023,9.9,95.3,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranquangquanbd21ai008@gmail.com,9.9,9.8,A,Khoa AI - Khóa 21,9.0,Trần Quang Quân,1,BD21AI008,excellent
2022/2023,8.0,78.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),đohailoibd21ai009@gmail.com,5.1,6.5,C,Khoa AI - Khóa 21,6.8,Đỗ Hải Lợi,1,BD21AI009,average
2022/2023,7.9,60.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buithanhlinhbd21ai010@gmail.com,9.6,8.4,B,Khoa AI - Khóa 21,8.8,Bùi Thành Linh,1,BD21AI010,talented_but_lazy
2022/2023,2.8,41.7,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),lyvanphucbd21ai011@gmail.com,1.8,2.6,F,Khoa AI - Khóa 21,1.7,Lý Văn Phúc,1,BD21AI011,struggling
2022/2023,9.5,94.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),phanđucsonbd21ai012@gmail.com,9.4,9.5,A,Khoa AI - Khóa 21,9.7,Phan Đức Sơn,1,BD21AI012,excellent
2022/2023,9.3,99.6,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranhuuloibd21ai013@gmail.com,3.4,6.5,C,Khoa AI - Khóa 21,4.8,Trần Hữu Lợi,1,BD21AI013,diligent_but_low
2022/2023,8.7,52.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),leminhlinhbd21ai014@gmail.com,9.6,8.5,A,Khoa AI - Khóa 21,9.4,Lê Minh Linh,1,BD21AI014,talented_but_lazy
2022/2023,7.5,51.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongthanhkienbd21ai015@gmail.com,9.3,7.9,B,Khoa AI - Khóa 21,8.8,Dương Thanh Kiên,1,BD21AI015,talented_but_lazy
2022/2023,9.6,96.5,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongminhanbd21ai016@gmail.com,4.0,6.8,C,Khoa AI - Khóa 21,4.5,Dương Minh An,1,BD21AI016,diligent_but_low
2022/2023,8.6,58.9,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),vuquangtungbd21ai017@gmail.com,9.8,8.7,A,Khoa AI - Khóa 21,10.0,Vũ Quang Tùng,1,BD21AI017,talented_but_lazy
2022/2023,8.2,64.3,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranquangnambd21ai018@gmail.com,9.8,8.6,A,Khoa AI - Khóa 21,9.6,Trần Quang Nam,1,BD21AI018,talented_but_lazy
2022/2023,10.0,96.7,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),đongoccuongbd21ai019@gmail.com,3.5,6.7,C,Khoa AI - Khóa 21,4.5,Đỗ Ngọc Cường,1,BD21AI019,diligent_but_low
2022/2023,10.0,96.7,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),lythanhnambd21ai020@gmail.com,3.4,6.6,C,Khoa AI - Khóa 21,5.1,Lý Thanh Nam,1,BD21AI020,diligent_but_low
2022/2023,9.3,96.6,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongkimloibd21ai021@gmail.com,4.2,6.8,C,Khoa AI - Khóa 21,5.1,Dương Kim Lợi,1,BD21AI021,diligent_but_low
2022/2023,9.4,96.3,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),huynhquangdungbd21ai022@gmail.com,5.3,7.4,B,Khoa AI - Khóa 21,3.3,Huỳnh Quang Dũng,1,BD21AI022,diligent_but_low
2022/2023,9.8,98.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buithanhkienbd21ai023@gmail.com,9.6,9.7,A,Khoa AI - Khóa 21,9.8,Bùi Thành Kiên,1,BD21AI023,excellent
2022/2023,10.0,98.3,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),vongocvinhbd21ai024@gmail.com,4.5,7.2,B,Khoa AI - Khóa 21,4.5,Võ Ngọc Vinh,1,BD21AI024,diligent_but_low
2022/2023,3.4,72.2,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buihuuhabd21ai025@gmail.com,2.3,3.6,F,Khoa AI - Khóa 21,4.4,Bùi Hữu Hà,1,BD21AI025,struggling
2022/2023,6.9,72.3,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongtuancuongbd21ai026@gmail.com,6.9,7.0,B,Khoa AI - Khóa 21,6.3,Dương Tuấn Cường,1,BD21AI026,average
2022/2023,7.3,93.4,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buiquangsonbd21ai027@gmail.com,6.2,7.1,B,Khoa AI - Khóa 21,5.9,Bùi Quang Sơn,1,BD21AI027,average
2022/2023,9.9,95.0,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),đangđucloibd21ai028@gmail.com,9.7,9.7,A,Khoa AI - Khóa 21,9.3,Đặng Đức Lợi,1,BD21AI028,excellent
2022/2023,9.5,95.9,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),huynhthanhlinhbd21ai029@gmail.com,9.1,9.3,A,Khoa AI - Khóa 21,9.4,Huỳnh Thành Linh,1,BD21AI029,excellent
2022/2023,8.6,45.5,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),nguyenhuukienbd21ai030@gmail.com,9.1,8.0,B,Khoa AI - Khóa 21,9.7,Nguyễn Hữu Kiên,1,BD21AI030,talented_but_lazy
2022/2023,9.8,99.7,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buivannambd21ai031@gmail.com,9.2,9.5,A,Khoa AI - Khóa 21,9.3,Bùi Văn Nam,1,BD21AI031,excellent
2022/2023,8.2,49.5,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),hoangquangtungbd21ai032@gmail.com,8.8,7.8,B,Khoa AI - Khóa 21,9.0,Hoàng Quang Tùng,1,BD21AI032,talented_but_lazy
2022/2023,9.9,99.8,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),đangngoctungbd21ai033@gmail.com,9.1,9.5,A,Khoa AI - Khóa 21,9.3,Đặng Ngọc Tùng,1,BD21AI033,excellent
2022/2023,10.0,96.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),lyvantungbd21ai034@gmail.com,3.4,6.6,C,Khoa AI - Khóa 21,5.1,Lý Văn Tùng,1,BD21AI034,diligent_but_low
2022/2023,3.4,72.4,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),buikimminhbd21ai035@gmail.com,3.4,4.1,D,Khoa AI - Khóa 21,3.5,Bùi Kim Minh,1,BD21AI035,struggling
2022/2023,9.7,96.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),vođucanbd21ai036@gmail.com,3.2,6.4,C,Khoa AI - Khóa 21,4.8,Võ Đức An,1,BD21AI036,diligent_but_low
2022/2023,4.6,69.1,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),duongngocsonbd21ai037@gmail.com,2.1,3.8,F,Khoa AI - Khóa 21,3.9,Dương Ngọc Sơn,1,BD21AI037,struggling
2022/2023,9.2,98.2,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranhaiminhbd21ai038@gmail.com,3.2,6.3,C,Khoa AI - Khóa 21,4.4,Trần Hải Minh,1,BD21AI038,diligent_but_low
2022/2023,4.1,45.4,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),ngoquangdungbd21ai039@gmail.com,3.2,3.7,F,Khoa AI - Khóa 21,2.9,Ngô Quang Dũng,1,BD21AI039,struggling
2022/2023,9.1,48.2,AI201_K21_2022_2023_S1,Machine Learning (Học máy) (K21),tranđuctungbd21ai040@gmail.com,9.9,8.6,A,Khoa AI - Khóa 21,9.1,Trần Đức Tùng,1,BD21AI040,talented_but_lazy
2022/2023,8.9,53.5,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),huynhxuankienbd21ai001@gmail.com,8.7,8.1,B,Khoa AI - Khóa 21,8.7,Huỳnh Xuân Kiên,1,BD21AI001,talented_but_lazy
2022/2023,9.5,95.7,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),phamvanbinhbd21ai002@gmail.com,9.6,9.6,A,Khoa AI - Khóa 21,9.8,Phạm Văn Bình,1,BD21AI002,excellent
2022/2023,8.4,91.5,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),đangvannambd21ai003@gmail.com,5.0,6.9,C,Khoa AI - Khóa 21,7.1,Đặng Văn Nam,1,BD21AI003,average
2022/2023,8.2,51.3,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),tranngocanbd21ai004@gmail.com,8.7,7.8,B,Khoa AI - Khóa 21,9.2,Trần Ngọc An,1,BD21AI004,talented_but_lazy
2022/2023,9.8,97.2,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),duongkimcuongbd21ai005@gmail.com,4.5,7.1,B,Khoa AI - Khóa 21,5.4,Dương Kim Cường,1,BD21AI005,diligent_but_low
2022/2023,9.9,96.1,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),vukimsonbd21ai006@gmail.com,4.0,6.9,C,Khoa AI - Khóa 21,4.7,Vũ Kim Sơn,1,BD21AI006,diligent_but_low
2022/2023,7.7,47.7,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),huynhđucdungbd21ai007@gmail.com,9.1,7.8,B,Khoa AI - Khóa 21,9.9,Huỳnh Đức Dũng,1,BD21AI007,talented_but_lazy
2022/2023,9.9,98.9,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),tranquangquanbd21ai008@gmail.com,9.9,9.9,A,Khoa AI - Khóa 21,9.2,Trần Quang Quân,1,BD21AI008,excellent
2022/2023,7.0,81.0,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),đohailoibd21ai009@gmail.com,7.5,7.5,B,Khoa AI - Khóa 21,5.9,Đỗ Hải Lợi,1,BD21AI009,average
2022/2023,8.6,60.8,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),buithanhlinhbd21ai010@gmail.com,9.2,8.4,B,Khoa AI - Khóa 21,9.4,Bùi Thành Linh,1,BD21AI010,talented_but_lazy
2022/2023,2.7,45.8,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),lyvanphucbd21ai011@gmail.com,2.1,2.8,F,Khoa AI - Khóa 21,2.8,Lý Văn Phúc,1,BD21AI011,struggling
2022/2023,9.9,98.6,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),phanđucsonbd21ai012@gmail.com,9.5,9.7,A,Khoa AI - Khóa 21,9.9,Phan Đức Sơn,1,BD21AI012,excellent
2022/2023,9.7,99.6,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),tranhuuloibd21ai013@gmail.com,3.5,6.7,C,Khoa AI - Khóa 21,3.9,Trần Hữu Lợi,1,BD21AI013,diligent_but_low
2022/2023,8.5,59.1,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),leminhlinhbd21ai014@gmail.com,8.6,8.1,B,Khoa AI - Khóa 21,8.7,Lê Minh Linh,1,BD21AI014,talented_but_lazy
2022/2023,8.6,40.2,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),duongthanhkienbd21ai015@gmail.com,9.4,8.1,B,Khoa AI - Khóa 21,9.6,Dương Thanh Kiên,1,BD21AI015,talented_but_lazy
2022/2023,9.4,98.6,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),duongminhanbd21ai016@gmail.com,3.6,6.6,C,Khoa AI - Khóa 21,4.3,Dương Minh An,1,BD21AI016,diligent_but_low
2022/2023,7.2,43.3,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),vuquangtungbd21ai017@gmail.com,8.8,7.4,B,Khoa AI - Khóa 21,8.7,Vũ Quang Tùng,1,BD21AI017,talented_but_lazy
2022/2023,8.3,56.3,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),tranquangnambd21ai018@gmail.com,9.1,8.2,B,Khoa AI - Khóa 21,9.3,Trần Quang Nam,1,BD21AI018,talented_but_lazy
2022/2023,9.3,99.5,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),đongoccuongbd21ai019@gmail.com,5.4,7.5,B,Khoa AI - Khóa 21,4.1,Đỗ Ngọc Cường,1,BD21AI019,diligent_but_low
2022/2023,9.4,97.3,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),lythanhnambd21ai020@gmail.com,4.7,7.1,B,Khoa AI - Khóa 21,4.4,Lý Thanh Nam,1,BD21AI020,diligent_but_low
2022/2023,10.0,99.6,AI202_K21_2022_2023_S1,Deep Learning (Học sâu) (K21),duongkimloibd21ai021@gmail.com,3.5,6.7,C,Khoa AI - Khóa 21,5.5,Dương Kim Lợi,1,BD21AI021,diligent_but_low
